Time,HV Battery SOC (%),HV Battery Power (kW),HV Battery Current (A),G-Force (1),Vehicle Speed (km/hr) (km/hr)
00:00:10.1238,69.999988100961,0.244815496356341,0.720045577518649,0.0330939542640766,0.126917431009665
00:00:10.1300,69.9999874152371,0.228477956414446,0.671993989454253,0.0316161489857173,0.134064228991154
00:00:10.1363,69.9999867714281,0.215802644815859,0.634713661223115,0.03039931838905,0.140914492292039
00:00:10.1439,69.9999860203492,0.205478191944483,0.604347623366126,0.029309776622791,0.149025915778866
00:00:10.1516,69.9999852961861,0.200714526855752,0.590336843693389,0.028674643753019,0.1569035591422
00:00:10.1593,69.9999845801781,0.201036217706772,0.591282993255212,0.028465858705001,0.164665359966884
00:00:10.1670,69.9999838554725,0.205761066140616,0.605179606295928,0.0286225821541961,0.172418131449758
00:00:10.1747,69.9999831079063,0.214053213158318,0.629568273995052,0.0290621190118229,0.180249527258392
00:00:10.1824,69.9999823264964,0.22496320913889,0.661656497467325,0.0296914830136301,0.188223595963696
00:00:10.1900,69.9999815037497,0.23747463944568,0.698454821899058,0.0304178320200956,0.196379385233235
00:00:10.1977,69.9999806357748,0.250568766959524,0.73696696164566,0.0311569097842332,0.204732086231657
00:00:10.2054,69.9999797221414,0.263303754474252,0.774422807277213,0.0318391006559876,0.213276128828871
00:00:10.2131,69.9999787654662,0.274894254594799,0.808512513514115,0.0324130090172662,0.221989580908297
00:00:10.2233,69.9999774320569,0.287616476737727,0.845930813934492,0.0329566421595021,0.233813847808847
00:00:10.2369,69.9999755974181,0.299036809375539,0.879520027575114,0.033275810308516,0.249624686679306
00:00:10.2504,69.9999737085055,0.304853299708035,0.896627352082457,0.0332046300677836,0.265497651772829
00:00:10.2640,69.9999717942057,0.30672858314728,0.902142891609646,0.0328714842668058,0.281281394280669
00:00:10.2775,69.9999698720842,0.306876298593274,0.902577348803746,0.0324308407971176,0.296887925573355
00:00:10.2910,69.9999679468819,0.30733073531688,0.903913927402587,0.0320201240126993,0.312296969920568
00:00:10.3046,69.9999660128338,0.30948166175243,0.910240181624795,0.0317310009954944,0.327542064379689
00:00:10.3181,69.9999640579577,0.313926645108892,0.923313662084977,0.0315996816463232,0.342687266995246
00:00:10.3369,69.9999612838144,0.323434563212433,0.951278127095391,0.031638050970709,0.363675682174984
00:00:10.3557,69.9999584176942,0.335382500833189,0.986419120097615,0.0318272248327441,0.384732231676873
00:00:10.3744,69.9999554471909,0.34786543347312,1.02313362786212,0.0320383815824235,0.405912160314314
00:00:10.3932,69.9999523736189,0.359380408162181,1.057001200477,0.0321784134165293,0.42720269434652
00:00:10.4120,69.9999492072197,0.36929603586052,1.08616481135447,0.0322143100854948,0.448550479163364
00:00:10.4405,69.9999442568324,0.382193752411274,1.12409927179786,0.0321384856689006,0.480894318708068
00:00:10.4690,69.9999391388502,0.394332543854389,1.15980159957173,0.0320218489569343,0.51315401830387
00:00:10.5000,69.9999333771169,0.408575790346047,1.20169350101778,0.0319604760039582,0.548176218853912
00:00:10.5004,69.9999332920305,0.408843621670931,1.20248124020862,0.0319631236809089,0.548683792893834
00:00:10.5008,69.9999332068714,0.409247895440958,1.2036702807087,0.0319735908208347,0.5491914849958
00:00:10.5015,69.999933077499,0.410311585941359,1.20679878218047,0.0320152360472429,0.549961992848087
00:00:10.5022,69.9999329476797,0.412042966747159,1.21189107866811,0.0320949297409755,0.550733986596199
00:00:10.5029,69.9999328171914,0.414538875975391,1.21923198816291,0.0322179279508812,0.551508428091466
00:00:10.5036,69.9999326857877,0.417841139688603,1.22894452849589,0.0323861959967098,0.552286376063801
00:00:10.5045,69.9999325122744,0.423382905975162,1.24524384110342,0.0326740188309396,0.55330996542506
00:00:10.5058,69.9999322552643,0.433881039377162,1.27612070405048,0.0332246647693014,0.554816780518867
00:00:10.5077,69.9999318658763,0.454312357321649,1.33621281565191,0.034293776849495,0.557073899955737
00:00:10.5104,69.9999312719599,0.493663653150561,1.45195192103106,0.0363103014816583,0.560445475371649
00:00:10.5140,69.9999303673197,0.565969900928241,1.6646173556713,0.039845038368405,0.565397465961549
00:00:10.5177,69.9999293213348,0.659805715343646,1.94060504512837,0.044132449262777,0.570854867770807
00:00:10.5214,69.9999280983158,0.774499710438513,2.27794032481915,0.0489895937746104,0.576902579061514
00:00:10.5251,69.9999266638693,0.908772260320809,2.67285958917885,0.0542430701606062,0.583603926739055
00:00:10.5287,69.9999249864763,1.06057433112429,3.11933626801262,0.059731457161378,0.591000373993403
00:00:10.5324,69.9999230388596,1.22703072676337,3.60891390224521,0.0653061969383444,0.599113042944064
00:00:10.5361,69.9999207992936,1.40449865170401,4.13087838736474,0.0708325644767681,0.607944582188111
00:00:10.5407,69.9999175339069,1.6370162010768,4.81475353257884,0.0775387083474298,0.620084971504018
00:00:10.5453,69.9999137696716,1.87100155636994,5.50294575402925,0.0837789378992845,0.633282290267086
00:00:10.5500,69.9999095138157,2.09698688756325,6.16760849283308,0.0893920343983609,0.647447762902395
00:00:10.5559,69.9999034255977,2.35905733205536,6.93840391780989,0.0954417836785149,0.666712256571912
00:00:10.5618,69.9998966819653,2.57889010484803,7.58497089661184,0.100136219051784,0.687095076375803
00:00:10.5677,69.999889410888,2.74618319880607,8.07700940825314,0.103419443851177,0.708310635494348
00:00:10.5736,69.9998817611518,2.85612468438983,8.40036671879363,0.105320050505888,0.730068733263964
00:00:10.5795,69.9998738874441,2.9093579148348,8.55693504363177,0.105939259343279,0.752092366247957
00:00:10.5854,69.9998659366858,2.91114310843321,8.56218561303886,0.105434540138017,0.774131310005797
00:00:10.5913,69.9998580372237,2.87007042086007,8.44138359076493,0.104002252951558,0.795971998868754
00:00:10.5973,69.9998502916792,2.79662627715196,8.22537140338813,0.101860821469735,0.817443870546556
00:00:10.6032,69.9998427735451,2.70185099847266,7.9466205837431,0.0992352876826334,0.838422379223812
00:00:10.6091,69.9998355270798,2.59624844790832,7.63602484678918,0.0963438485653478,0.858829010487268
00:00:10.6150,69.9998285697219,2.48902612662994,7.32066507832336,0.0933867972458129,0.878628745488059
00:00:10.6221,69.999820515186,2.36808518832756,6.96495643625753,0.0899762338414697,0.901818871745821
00:00:10.6293,69.9998128295185,2.26497435197121,6.66168927050356,0.0869604866055431,0.92420146472832
00:00:10.6365,69.9998054449388,2.18558983285842,6.42820539076006,0.084508166478043,0.945896016715619
00:00:10.6454,69.9997965420972,2.12404362136333,6.24718712165684,0.0823828725465557,0.972179105980954
00:00:10.6543,69.9997878096572,2.1030861232526,6.18554742133117,0.0812960773329968,0.99795737833378
00:00:10.6632,69.9997790900985,2.11896353048037,6.23224567788345,0.0811579789086662,1.02353840581019
00:00:10.6721,69.9997702455919,2.16517212290911,6.36815330267386,0.0817874531493138,1.04919011845835
00:00:10.6810,69.9997611684512,2.23341373256074,6.5688639192963,0.0829503836840017,1.07511642469957
00:00:10.6899,69.9997517866951,2.31455492482577,6.80751448478169,0.0843982961082741,1.10144628180101
00:00:10.6988,69.9997420654563,2.39959361932514,7.05762829213277,0.0859008894851519,1.12823409968331
00:00:10.7077,69.9997320045131,2.48058585193574,7.29584074098746,0.0872695292198649,1.15546890113694
00:00:10.7186,69.99971934895,2.56477737941463,7.54346288063125,0.0885607046439159,1.18911851333081
00:00:10.7317,69.9997035494206,2.63879480363125,7.76116118715073,0.0894516646884302,1.23036284670047
00:00:10.7479,69.9996836262891,2.68862036923831,7.90770696834799,0.0896042612272283,1.28146987640869
00:00:10.7614,69.9996668198174,2.7023399851163,7.94805877975382,0.0891203614987734,1.323984526976
00:00:10.7749,69.9996499601275,2.70295618701788,7.94987113828787,0.0883631782187892,1.36621848576939
00:00:10.7883,69.9996330951309,2.70194911405355,7.94690915898103,0.0875905764531775,1.40809929684878
00:00:10.8018,69.9996162104383,2.70792275648513,7.96447869554451,0.0869927182948631,1.4496608588614
00:00:10.8182,69.9995955818413,2.73057982935799,8.03111714517055,0.0866287738949992,1.49988874883697
00:00:10.8409,69.9995665952757,2.7864007553714,8.19529633932763,0.0866855643388414,1.56933368561145
00:00:10.8635,69.9995369524869,2.85816860297566,8.40637824404606,0.0870982675856298,1.63894211237622
00:00:10.8862,69.9995065743888,2.93000810284009,8.61767089070615,0.0875115508474181,1.70884973558703
00:00:10.9089,69.9994755081572,2.99130625083537,8.7979595612805,0.08770279066772,1.77898249571239
00:00:10.9316,69.9994438627756,3.04030241073312,8.94206591392095,0.0876448322001123,1.84917005653667
00:00:10.9402,69.9994317354382,3.05745206261366,8.99250606651077,0.0875969785358132,1.87576720330738
00:00:10.9402,69.9994317354382,3.05747295181084,8.99256750532599,0.087596978512383,1.87576720330773
00:00:10.9486,69.9994197135049,3.06648596752815,9.0190763750828,0.0873893819104965,1.90190188774391
00:00:10.9566,69.9994084257215,3.07139009600936,9.03350028238048,0.0871250961715499,1.92632731775447
00:00:10.9678,69.9993923601938,3.07644824223489,9.04837718304378,0.0867168358099701,1.96087143225122
00:00:10.9791,69.9993762745122,3.08186541562146,9.06431004594548,0.0863224825404709,1.99530281208924
00:00:11.0000,69.9993464610998,3.10079227667244,9.11997728433071,0.0857932711598479,2.05857770457973
00:00:11.0008,69.9993451855264,3.10252330783539,9.12506855245702,0.085789970368684,2.06126945276007
00:00:11.0017,69.9993439087297,3.10594358541618,9.13512819240054,0.0858211654730239,2.06396171104881
00:00:11.0031,69.9993418728184,3.11662629220004,9.16654791823542,0.085977544368325,2.06824934742532
00:00:11.0046,69.9993398275199,3.13432567854142,9.21860493688652,0.0862760907900324,2.0725484578353
00:00:11.0060,69.9993377683268,3.15916478711784,9.29166113858189,0.0867180177093165,2.07686600605371
00:00:11.0074,69.9993356906919,3.19083792665523,9.3848174313389,0.0872954384839139,2.08120891654226
00:00:11.0102,69.9993315066442,3.2716186372058,9.62240775648765,0.0887886062827898,2.08990383071885
00:00:11.0156,69.9993229925781,3.48751927055508,10.2574096192796,0.0927713270081674,2.10733891631297
00:00:11.0210,69.9993138523392,3.77018793515621,11.0887880445771,0.0978661377635,2.12564130198788
00:00:11.0265,69.9993039442845,4.10272276864535,12.0668316724863,0.103651303328301,2.14497711523351
00:00:11.0319,69.999293165062,4.46721932117857,13.1388803564075,0.109738080759041,2.16544337490243
00:00:11.0373,69.9992814567058,4.8452742409618,14.2508065910641,0.11578543557672,2.18706744094158
00:00:11.0428,69.9992688075381,5.21870915742937,15.3491445806746,0.121506320111423,2.2098157214375
00:00:11.0482,69.9992552500539,5.57057587217064,16.3840466828548,0.126671496267743,2.23360473385645
00:00:11.0536,69.999240856289,5.88623664593933,17.312460723351,0.131111358418925,2.25831262742819
00:00:11.0591,69.9992257308334,6.15428874175093,18.1008492404439,0.134715314506781,2.28379062945943
00:00:11.0660,69.9992056157233,6.4155262306971,18.8691947961679,0.138018221851839,2.31709570992724
00:00:11.0748,69.9991790655869,6.61318351651343,19.4505397544512,0.140194271652153,2.36037160451367
00:00:11.0836,69.9991519937164,6.66915846237481,19.6151719481612,0.140332229279979,2.40401541140667
00:00:11.0924,69.9991249138578,6.61013859884888,19.4415841142614,0.13884937482115,2.44746616601367
00:00:11.1013,69.9990982183486,6.47296106337999,19.038120774647,0.136263280372159,2.49030015989634
00:00:11.1101,69.9990721479029,6.29664241074274,18.5195365021845,0.133112604072263,2.53225609261369
00:00:11.1189,69.9990467941137,6.11605147600873,17.9883866941433,0.129888957978563,2.57323204384812
00:00:11.1277,69.9990221230522,5.95817066982087,17.5240313818261,0.126988449682409,2.61326359072166
00:00:11.1366,69.9989980094099,5.84076328581926,17.1787155465272,0.124684992101959,2.65249032622338
00:00:11.1454,69.9989742729014,5.77274086825987,16.978649612529,0.12312385811472,2.69111725877928
00:00:11.1576,69.9989416345768,5.76004226032068,16.9413007656491,0.122197065029356,2.7440553789765
00:00:11.1698,69.9989088473447,5.82792030126547,17.1409420625455,0.122484084433069,2.79684721215758
00:00:11.1820,69.9988755337266,5.95214141486976,17.5062982790287,0.123597333235953,2.84992094796877
00:00:11.1942,69.9988414575852,6.10378341093033,17.9523041497951,0.125085469736358,2.90353520860232
00:00:11.2064,69.9988065384882,6.25545822499318,18.3984065440976,0.126539643319873,2.95776770080717
00:00:11.2186,69.998770830154,6.38639572872763,18.7835168491989,0.127666873232412,3.0125468433436
00:00:11.2308,69.9987344761993,6.48527375618083,19.0743345770024,0.128320377482279,3.06770653358202
00:00:11.2464,69.9986873991062,6.56433203612608,19.3068589297826,0.128480454263939,3.1383913331374
00:00:11.2620,69.998639885542,6.60334245479211,19.4215954552709,0.128083199137286,3.20902280232238
00:00:11.2776,69.9985921430582,6.62302064051483,19.4794724721025,0.127426707733383,3.27938263158692
00:00:11.2932,69.9985442405309,6.64361689065999,19.5400496784117,0.126794453818538,3.34940302369607
00:00:11.3088,69.9984961280814,6.67888450227765,19.6437779478754,0.126374689414888,3.41914213551527
00:00:11.3244,69.9984476885074,6.7338584226965,19.8054659491073,0.12623180472992,3.48872732970577
00:00:11.3505,69.998365514388,6.85707924772444,20.167880140366,0.126419472848297,3.60523943158342
00:00:11.3766,69.998281786465,6.99574850134665,20.5757308863137,0.126807521278176,3.72198563301412
00:00:11.4027,69.9981964669928,7.12573701424889,20.9580500419085,0.127069565171368,3.83899857490306
00:00:11.4288,69.9981096938365,7.23789032592389,21.2879127233056,0.127091931230752,3.95613384929537
00:00:11.4654,69.9979860485857,7.37877477013716,21.7022787356975,0.126916031740583,4.12005393878352
00:00:11.5000,69.9978668962262,7.51254821493063,22.0957300439136,0.126763573122229,4.27489238775603
00:00:11.5014,69.9978617396805,7.52107659295433,22.1208135086892,0.12679272995216,4.28152651957811
00:00:11.5029,69.9978565752374,7.53561922801009,22.1635859647356,0.126898277762962,4.28816416243466
00:00:11.5051,69.997849090301,7.57071897540934,22.2668205159098,0.127229057464265,4.29776886160737
00:00:11.5072,69.9978415622471,7.62253169652041,22.4192108721189,0.127769792310293,4.30740654319975
00:00:11.5093,69.9978339753541,7.68994304377145,22.6174795405043,0.128504226397306,4.31709218144918
00:00:11.5128,69.9978214998207,7.82765991342044,23.0225291571189,0.130040691696075,4.33294656540173
00:00:11.5190,69.997798636559,8.14096279741183,23.9440082276819,0.133570754586405,4.36172973395319
00:00:11.5252,69.9977747868778,8.52038044212664,25.0599424768431,0.137816034097689,4.39135597128258
00:00:11.5313,69.9977498081936,8.93712747072559,26.2856690315459,0.142393104714596,4.42193508800947
00:00:11.5375,69.9977236316315,9.36359882344026,27.5399965395302,0.146962110127401,4.45350458264751
00:00:11.5437,69.9976962631656,9.77483320986894,28.749509440791,0.151241575144386,4.48603431226989
00:00:11.5499,69.997667775104,10.1496941937883,29.852041746436,0.155014358255693,4.51943911290411
00:00:11.5561,69.9976382934279,10.4718741229097,30.7996297732637,0.158129405834621,4.55359329591396
00:00:11.5641,69.9975985882038,10.7960867895864,31.7531964399599,0.161071135286874,4.59906111305891
00:00:11.5746,69.9975458765176,11.0462124722421,32.4888602124767,0.162995204813077,4.65874329034492
00:00:11.5850,69.9974923731766,11.1208024408457,32.7082424730756,0.163032708764949,4.71879553290155
00:00:11.5955,69.9974388141597,11.0592245352267,32.5271309859608,0.161633657262221,4.77861748205654
00:00:11.6059,69.9973857261286,10.9145452483352,32.1016036715742,0.159364121646419,4.83778510673639
00:00:11.6163,69.9973333832646,10.7407520867494,31.5904473139689,0.156793377540392,4.89607978004992
00:00:11.6268,69.9972818234007,10.5830214738984,31.1265337467601,0.154402602397045,4.95347441268566
00:00:11.6372,69.9972309011057,10.4724980575955,30.8014648752809,0.152528925588718,5.0100917389981
00:00:11.6477,69.9971803568083,10.4250897306044,30.6620286194247,0.151346122563982,5.06614870202896
00:00:11.6614,69.9971138950145,10.4591442172781,30.7621888743475,0.150840966310666,5.13949037568507
00:00:11.6751,69.9970469480956,10.5819398040171,31.1233523647563,0.151290472325646,5.21280668512099
00:00:11.6889,69.9969790743744,10.7587308041831,31.6433258946562,0.152302972219944,5.2864556072699
00:00:11.7026,69.996910050978,10.9513265484606,32.2097839660605,0.153460965745201,5.36061038457965
00:00:11.7163,69.9968398715378,11.1279597423514,32.7292933598571,0.154430204078688,5.43526690690853
00:00:11.7301,69.996768688935,11.2695281198812,33.145670940827,0.1550200033423,5.51029536628815
00:00:11.7475,69.9966772283304,11.3937114533726,33.5109160393312,0.155186716110227,5.60580409261329
00:00:11.7692,69.9965623044749,11.4887942559111,33.790571340915,0.154787472673025,5.72457667249785
00:00:11.7909,69.9964464975589,11.5601245293698,34.0003662628525,0.15415782929031,5.84299236467782
00:00:11.8126,69.9963298542795,11.6469399203257,34.2557056480168,0.153696808817529,5.96102216762706
00:00:11.8344,69.9962121598776,11.7665476680464,34.607493141313,0.153572054985008,6.0788373290376
00:00:11.8633,69.9960533293458,11.9630544384896,35.1854542308518,0.153776061051383,6.23575175719745
00:00:11.8922,69.9958918430071,12.1705827833441,35.7958317157179,0.154080642265965,6.39288855743088
00:00:11.9211,69.9957277202044,12.3628505626648,36.3613251843083,0.154229052176437,6.55022788837896
00:00:11.9500,69.9955611626746,12.5349836864418,36.8675990777699,0.154181318462134,6.70761701148099
00:00:12.0000,69.9952678488145,12.8226785077355,37.713760316869,0.154009202491586,6.97956221764488
00:00:12.0023,69.9952538051219,12.841548444491,37.7692601308559,0.15405063889026,6.99242106054173
00:00:12.0047,69.9952397347566,12.8718673929883,37.8584335087891,0.154199284084826,7.00528764789975
00:00:12.0076,69.9952220879199,12.9287069601858,38.0256087064289,0.154561619961442,7.02139670126564
00:00:12.0106,69.9952043502799,13.0050929384687,38.2502733484373,0.155104683415893,7.03755275224318
00:00:12.0147,69.9951795785573,13.1374433410312,38.6395392383269,0.156098816935689,7.06004623596354
00:00:12.0228,69.9951293267701,13.4633756662075,39.5981637241397,0.158627904637666,7.10539395111099
00:00:12.0310,69.995077757004,13.8407106249179,40.7079724262291,0.161580295837286,7.15152353721175
00:00:12.0391,69.9950247617391,14.2277458991345,41.8463114680427,0.164566151204682,7.19849587092452
00:00:12.0473,69.9949703670127,14.5890099852673,42.9088528978451,0.167270263065184,7.2462787486577
00:00:12.0555,69.9949147149245,14.8980475359801,43.8177868705298,0.169471138518711,7.29476300554864
00:00:12.0657,69.9948437326165,15.1871515086389,44.6680926724673,0.171332658284844,7.35610879930125
