Time,HV Battery SOC (%),HV Battery Power (kW),HV Battery Current (A),G-Force (1),Vehicle Speed (km/hr) (km/hr)
00:00:17.0000,69.9708960491273,1.92914208388558,5.67394730554582,-9.59511298282999e-05,20.003308252794
00:00:17.1000,69.9708067082237,1.93040617370116,5.67766521676812,-8.65882483378251e-05,20.0029856471271
00:00:17.2000,69.970717311637,1.93154594292582,5.6810174791936,-7.81459315006587e-05,20.0026945036513
00:00:17.3000,69.9706278648091,1.93257449639333,5.68404263645098,-7.0527332600153e-05,20.0024317478834
00:00:17.4000,69.970538372635,1.93350307680406,5.68677375530606,-6.36492690655923e-05,20.0021946140918
00:00:17.5000,69.9704488395336,1.9343410979796,5.68923852346941,-5.74419531742169e-05,20.0019806055717
00:00:17.6000,69.9703592694978,1.93509729207643,5.69146262375421,-5.18406941118244e-05,20.0017874663336
00:00:17.7000,69.9702696661302,1.93577975165655,5.69346985781339,-4.67855796715875e-05,20.0016131607947
00:00:17.8000,69.9701800326809,1.93639569041682,5.69528144240241,-4.22231871002993e-05,20.0014558527045
00:00:17.9000,69.970090372083,1.93695155864656,5.69691634896047,-3.81057349717192e-05,20.0013138846851
00:00:18.0000,69.9700006869842,1.93745321000288,5.69839179412611,-3.43898669949046e-05,20.0011857607319
00:00:18.1000,69.969910979774,1.93790594363479,5.69972336363173,-3.10363366922883e-05,20.0010701308012
00:00:18.2000,69.9698212526085,1.93831453053073,5.70092508979628,-2.80098067436515e-05,20.0009657765711
00:00:18.3000,69.9697315074336,1.93868327209412,5.70200962380624,-2.52784167531191e-05,20.0008715984951
00:00:18.4000,69.9696417460057,1.93901605411508,5.7029883944561,-2.28133852413848e-05,20.0007866042294
00:00:18.5000,69.9695519699097,1.93931638449516,5.7038717191034,-2.05887297028968e-05,20.0007098982094
00:00:18.6000,69.9694621805759,1.93958742774753,5.7046689051398,-1.85810106487043e-05,20.0006406722077
00:00:18.7000,69.9693723792953,1.93983203954013,5.70538835158861,-1.67690760166979e-05,20.0005781968075
00:00:18.8000,69.9692825672329,1.94005279747586,5.70603763963488,-1.51338333545948e-05,20.00052181372
00:00:18.9000,69.9691927454401,1.940252027834,5.70662361127646,-1.36580516984698e-05,20.0004709288511
00:00:19.0000,69.9691029148658,1.94043182990052,5.70715244088387,-1.23261813455749e-05,20.0004250060402
00:00:19.1000,69.9690130763663,1.9405940982364,5.7076297006953,-1.11241889589381e-05,20.0003835614102
00:00:19.2000,69.9689232307144,1.94074054268968,5.70806041967552,-1.00394093615718e-05,20.0003461582694
00:00:19.3000,69.9688333786077,1.94087270636555,5.70844913636925,-9.06041243344607e-06,20.0003124025105
00:00:19.4000,69.9687435206756,1.9409919818748,5.70879994669059,-8.17688276493083e-06,20.0002819384576
00:00:19.5000,69.9686536574862,1.9410996260251,5.70911654713265,-7.3795108475532e-06,20.0002544451187
00:00:19.6000,69.9685637895521,1.94119677306665,5.70940227372543,-6.65989496783837e-06,20.0002296328035
00:00:19.7000,69.968473917336,1.94128444664068,5.70966013717846,-6.01045270694478e-06,20.000207240071
00:00:19.8000,69.9683840412556,1.94136357056382,5.70989285459946,-5.42434106244933e-06,20.0001870309745
00:00:19.9000,69.9682941616876,1.94143497856547,5.71010287813372,-4.89538432520556e-06,20.0001687925759
00:00:20.0000,69.9682042789721,1.94149942307293,5.71029242080273,-4.41800900820202e-06,20.0001523327019
00:00:20.1000,69.968114393416,1.9415575831382,5.71046347981825,-3.98718513262943e-06,20.0001374779189
00:00:20.2000,69.9680245052965,1.94161007159466,5.71061785763136,-3.59837321835295e-06,20.0001240717059
00:00:20.3000,69.9679346148634,1.94165744151506,5.71075718092666,-3.24747644892691e-06,20.000111972805
00:00:20.4000,69.9678447223423,1.94170019203825,5.71088291775956,-2.93079751235755e-06,20.0001010537332
00:00:20.5000,69.9677548279369,1.94173877455097,5.71099639573815,-2.64499965712719e-06,20.0000911994389
00:00:20.6000,69.967664931831,1.94177359365153,5.71109880485743,-2.38707150379781e-06,20.00008230609
00:00:20.7000,69.9675750341903,1.94180501726342,5.71119122724537,-2.15429527482246e-06,20.0000742799794
00:00:20.8000,69.9674851351645,1.94183337649286,5.71127463674369,-1.94421832321136e-06,20.0000670365382
00:00:20.9000,69.9673952348887,1.9418589701651,5.71134991225031,-1.75462712187523e-06,20.000060499444
00:00:21.0000,69.9673053334849,1.94188206796848,5.71141784696611,-1.5835239720393e-06,20.0000545998171
00:00:21.1000,69.9672154310629,1.94190291328824,5.71147915673011,-1.42910601163311e-06,20.0000492754946
00:00:21.2000,69.9671255277222,1.9419217257762,5.71153448757706,-1.28974618221913e-06,20.0000444703755
00:00:21.3000,69.9670356235523,1.94193870366604,5.71158442254718,-1.16397607839358e-06,20.0000401338294
00:00:21.4000,69.966945718634,1.9419540258594,5.71162948782177,-1.05047049504407e-06,20.0000362201634
00:00:21.5000,69.9668558130404,1.9419678538123,5.71167015827146,-9.48033454315386e-07,20.00003268814
00:00:21.6000,69.9667659068372,1.94198033323656,5.71170686246048,-8.55585602317314e-07,20.0000295005432
00:00:21.7000,69.966676000084,1.9419915956349,5.71173998716147,-7.72152838398315e-07,20.0000266237862
00:00:21.8000,69.9665860928344,1.9420017596864,5.71176988143059,-6.96856051967746e-07,20.0000240275573
00:00:21.9000,69.9664961851368,1.94201093249678,5.71179686028465,-6.28901861564802e-07,20.0000216845007
00:00:22.0000,69.9664062770349,1.94201921072767,5.71182120802256,-5.67574249761781e-07,20.0000195699281
00:00:22.1000,69.9663163685681,1.94202668161407,5.71184318121786,-5.12227026258864e-07,20.0000176615589
00:00:22.2000,69.966226459772,1.94203342388502,5.71186301142653,-4.62277008607743e-07,20.0000159392851
00:00:22.3000,69.9661365506788,1.94203950859204,5.71188090762365,-4.17197884884865e-07,20.0000143849595
00:00:22.4000,69.9660466413173,1.94204499985781,5.71189705840531,-3.76514668510165e-07,20.0000129822045
00:00:22.5000,69.9659567317138,1.94204995555191,5.71191163397621,-3.39798692177739e-07,20.0000117162398
00:00:22.6000,69.9658668218919,1.94205442790051,5.71192478794268,-3.06663092135848e-07,20.0000105737261
00:00:22.7000,69.9657769118728,1.94205846403809,5.71193665893557,-2.76758721206904e-07,20.0000095426251
00:00:22.8000,69.9656870016758,1.94206210650202,5.71194737206475,-2.4977048509827e-07,20.0000086120722
00:00:22.9000,69.9655970913183,1.94206539368131,5.71195704023914,-2.2541401810767e-07,20.0000077722627
00:00:23.0000,69.965507180816,1.94206836022155,5.71196576535749,-2.03432683995453e-07,20.0000070143474
00:00:23.1000,69.9654172701828,1.94207103739075,5.71197363938457,-1.83594865897825e-07,20.0000063303406
00:00:23.2000,69.9653273594317,1.94207345340707,5.71198074531492,-1.65691538571566e-07,20.000005713035
00:00:23.3000,69.965237448574,1.94207563373641,5.71198715804827,-1.49534063903204e-07,20.0000051559261
00:00:23.4000,69.9651475376203,1.9420776013622,5.71199294518294,-1.34952192770127e-07,20.000004653144
00:00:23.5000,69.9650576265798,1.94207937702663,5.71199816772537,-1.21792277918167e-07,20.0000041993908
00:00:23.6000,69.9649677154611,1.94208097944911,5.71200288073267,-1.09915655775968e-07,20.0000037898856
00:00:23.7000,69.9648778042717,1.94208242552339,5.71200713389232,-9.91971863464005e-08,20.0000034203134
00:00:23.8000,69.9647878930186,1.94208373049578,5.7120109720464,-8.95239329273772e-08,20.0000030867802
00:00:23.9000,69.964697981708,1.94208490812581,5.71201443566414,-8.07939720360683e-08,20.0000027857716
00:00:24.0000,69.9646080703455,1.94208597083141,5.71201756126886,-7.29153181522803e-08,20.000002514116
00:00:24.1000,69.9645181589361,1.9420869298201,5.71202038182383,-6.58049520108239e-08,20.000002268951
00:00:24.2000,69.9644282474845,1.94208779520574,5.71202292707569,-5.93879553690622e-08,20.0000020476934
00:00:24.3000,69.9643383359947,1.94208857611589,5.71202522387027,-5.35967158485063e-08,20.0000018480117
00:00:24.4000,69.9642484244706,1.94208928078844,5.7120272964366,-4.83702116406415e-08,20.0000016678022
00:00:24.5000,69.9641585129153,1.94208991665803,5.71202916664126,-4.36533708475066e-08,20.0000015051658
00:00:24.6000,69.9640686013321,1.94209049043363,5.71203085421656,-3.93964967074262e-08,20.0000013583889
00:00:24.7000,69.9639786897235,1.94209100817098,5.71203237697347,-3.55547317014096e-08,20.0000012259251
00:00:24.8000,69.9638887780921,1.94209147533486,5.71203375098488,-3.20875955241257e-08,20.0000011063785
00:00:24.9000,69.9637988664401,1.94209189685604,5.71203499075307,-2.89585634010531e-08,20.0000009984896
00:00:25.0000,69.9637089547696,1.94209227718628,5.7120361093714,-2.61346593069893e-08,20.0000009011215
00:00:25.0003,69.9637086708122,1.9421835155796,5.71230445758706,6.32106939672652e-07,20.0000009052351
00:00:25.0006,69.9637083868209,1.94252540791939,5.71331002329233,3.09868172243019e-06,20.000000928057
00:00:25.0010,69.963707988882,1.9437660080201,5.71695884711795,1.20487979123434e-05,20.0000010553446
00:00:25.0016,69.9637075041656,1.94687138218361,5.72609230054004,3.44510161143525e-05,20.0000015197366
00:00:25.0021,69.9637070184093,1.95204658020705,5.7413134711972,7.17818885221329e-05,20.000002556334
00:00:25.0026,69.9637065310768,1.95950427532166,5.76324786859312,0.000125570707145081,20.0000044601347
00:00:25.0032,69.9637060415899,1.96934014685301,5.79217690250884,0.000196500279805553,20.0000075491596
00:00:25.0039,69.9637053585308,1.98693146291399,5.84391606739408,0.00032332323053271,20.0000144710631
00:00:25.0050,69.963704392151,2.0190733407437,5.93845100218734,0.000554936583118838,20.0000308374513
00:00:25.0063,69.9637030810285,2.07483651937765,6.10246035111074,0.000956427561918782,20.0000682177747
00:00:25.0082,69.9637012864533,2.1698837578933,6.38201105262735,0.00163978245003219,20.0001528945762
00:00:25.0107,69.9636986360437,2.33874296583931,6.87865578188033,0.00285079752657234,20.0003564063591
00:00:25.0138,69.9636950346505,2.60036701531342,7.6481382803336,0.00471953702069568,20.0007807514701
00:00:25.0170,69.9636910178462,2.91159133309561,8.56350392086945,0.00693074026254324,20.0014307262269
00:00:25.0201,69.963686520465,3.26323699727833,9.59775587434804,0.0094138873009892,20.0023402626056
00:00:25.0233,69.9636814897794,3.64642195160799,10.7247704459058,0.0121016109614313,20.0035360245417
00:00:25.0264,69.9636758858659,4.0526012030251,11.919415303015,0.0149302906727764,20.0050373387572
00:00:25.0296,69.9636696811222,4.47357078727714,13.1575611390504,0.0178402407008157,20.0068566149833
00:00:25.0334,69.9636611906432,5.00001501391605,14.7059265115178,0.0214486534018316,20.0095424400067
00:00:25.0373,69.9636517613376,5.52349516448538,16.2455740131923,0.0250035256002654,20.0127168719503
00:00:25.0412,69.9636414096447,6.03159194943533,17.7399763218686,0.0284226574261068,20.0163670344694
00:00:25.0459,69.9636276258404,6.61247151662042,19.4484456371189,0.0322940775171277,20.0214142969459
00:00:25.0506,69.9636126387034,7.13767143332263,20.9931512744783,0.0357598282479461,20.0270706168789
00:00:25.0561,69.9635940011302,7.65813799696871,22.5239352852021,0.0391609386906704,20.0342666010546
00:00:25.0615,69.9635741857969,8.07375945469846,23.7463513373484,0.0418508604387847,20.0420474897714
00:00:25.0685,69.9635473891055,8.44520409122447,24.8388355624249,0.0442295192950099,20.0526936377609
00:00:25.0755,69.9635196802286,8.63480800588221,25.3964941349477,0.0454228914297816,20.0637833195037
00:00:25.0826,69.963491617326,8.65815273180831,25.4651550935539,0.0455433955010884,20.0750400709649
00:00:25.0896,69.9634636956935,8.54174214626459,25.1227710184252,0.0447648524158645,20.086220162372
00:00:25.0966,69.963436314584,8.31899160092624,24.4676223556654,0.043300060389734,20.0971272664003
00:00:25.1036,69.9634097609605,8.02607297279952,23.6060969788221,0.041377890950918,20.1076195379383
00:00:25.1107,69.9633842063911,7.69828621578104,22.6420182817089,0.0392229260045899,20.1176110488877
00:00:25.1177,69.9633597142696,7.36726659242841,21.6684311542012,0.0370389873228679,20.1270687086297
00:00:25.1247,69.9633362545274,7.05911663506447,20.7621077501896,0.0349971332409489,20.1360057058179
00:00:25.1317,69.9633137229982,6.79341270037277,19.9806255893317,0.0332282361959188,20.144472557859
00:00:25.1387,69.9632919628464,6.5829543543489,19.3616304539673,0.0318199033630741,20.1525468539187
00:00:25.1472,69.9632663995511,6.41085682073421,18.8554612374536,0.030659778220259,20.1619278612811
00:00:25.1557,69.9632413385553,6.32765335915693,18.610745173991,0.0300887452676107,20.1710491618299
00:00:25.1642,69.9632164524342,6.32447598141016,18.601399945324,0.0300492631713618,20.1800763798356
00:00:25.1727,69.9631914585085,6.38597864571309,18.7822901344503,0.0304388040122263,20.1891525901705
00:00:25.1812,69.9631661407447,6.49304730999209,19.097197970565,0.0311289655395404,20.1983868375602
00:00:25.1897,69.9631403595702,6.62548858372604,19.486731128606,0.031984465423654,20.2078490746811
00:00:25.1982,69.9631140516734,6.76434619043588,19.8951358542232,0.03287920744798,20.2175704315006
00:00:25.2066,69.9630872218388,6.89366826409521,20.2754948943977,0.0337081052656373,20.2275476349783
00:00:25.2151,69.9630599291294,7.00164024308074,20.5930595384728,0.0343942367791991,20.2377502576117
00:00:25.2258,69.9630249835707,7.09662353433659,20.8724221598135,0.0349871975123633,20.2508662950555
00:00:25.2399,69.9629788478269,7.14952709476179,21.0280208669464,0.0352943544416241,20.26822252371
00:00:25.2539,69.9629325818953,7.13430690060119,20.9832555900035,0.0351561557295475,20.2856246693337
00:00:25.2679,69.9628865369393,7.07551783813368,20.8103465827461,0.0347339651940448,20.3028977210029
00:00:25.2819,69.9628409027409,7.00167920981677,20.5931741465199,0.0342141621460189,20.3199473779906
00:00:25.2959,69.9627957031266,6.93708116761264,20.4031799047431,0.0337554087794759,20.3367621080414
00:00:25.3099,69.9627508366113,6.89675405970689,20.2845707638438,0.0334558919641687,20.3533928299112
00:00:25.3239,69.962706137969,6.88524274465292,20.2507139548615,0.0333451068168119,20.3699221639426
00:00:25.3427,69.9626461646258,6.90515663440528,20.309284218839,0.0334275016324901,20.3920779789107
00:00:25.3614,69.9625859431954,6.94642573515989,20.4306639269408,0.0336486814583095,20.4143255013332
00:00:25.3802,69.9625253836373,6.98757248997818,20.5516837940535,0.0338682216258398,20.4367091320658
00:00:25.3990,69.9624645397304,7.01443165069134,20.6306813255628,0.033994155723819,20.4592017527293
00:00:25.4178,69.9624035413138,7.02327931027416,20.6567038537475,0.0340028087869125,20.4817387003987
00:00:25.4452,69.9623143517638,7.01689695112353,20.6379322091869,0.0338903090938836,20.5146348647119
00:00:25.4727,69.9622252449306,7.00615443159707,20.6063365635208,0.033750090537061,20.5474214940466
00:00:25.5000,69.9621367517494,7.00562555460814,20.6047810429651,0.0336769268031504,20.5799081993182
00:00:25.5004,69.9621352007992,7.00630116642906,20.6067681365561,0.0336800773670562,20.5804769288932
00:00:25.5009,69.9621336494878,7.00849467577151,20.6132196346221,0.0336930447524107,20.5810458164647
00:00:25.5017,69.9621311975169,7.01729582900649,20.6391053794309,0.0337480331025917,20.5819452095527
00:00:25.5024,69.9621287410105,7.03400293765598,20.6882439342823,0.0338541182452895,20.5828467882358
00:00:25.5032,69.962126277086,7.05962446785759,20.7636013760517,0.0340177700227151,20.5837519728908
00:00:25.5039,69.9621238025955,7.0944750749687,20.8661031616727,0.0342409446890626,20.584662313097
00:00:25.5049,69.9621205184585,7.15434145980663,21.0421807641371,0.0346247723151873,20.5858731876355
00:00:25.5064,69.9621154833333,7.27377221594779,21.3934476939641,0.0353905689165665,20.5877373303904
00:00:25.5088,69.9621075074265,7.52133775407287,22.1215816296261,0.0369752801871468,20.5907140863921
00:00:25.5122,69.9620952316789,8.00714873304828,23.550437450142,0.0400699764154421,20.595362332097
00:00:25.5156,69.9620820903615,8.6210536594162,25.3560401747535,0.0439498122187504,20.6004290933939
00:00:25.5190,69.962067901471,9.34080595710308,27.472958697362,0.0484543585159038,20.605997997217
00:00:25.5224,69.9620525140354,10.1447238384607,29.8374230542961,0.0534300402394279,20.6121355644935
00:00:25.5258,69.9620358109629,11.011794255517,32.3876301632853,0.0587323233845954,20.6188902867131
00:00:25.5292,69.962017708331,11.9216034500035,35.0635395588337,0.0642261085028871,20.6262935916498
00:00:25.5334,69.9619935988557,13.0612739143708,38.4155115128554,0.0710097156069525,20.6362478181462
00:00:25.5375,69.9619672951916,14.2013491741607,41.7686740416491,0.0776895315532095,20.6471904940297
00:00:25.5417,69.9619388271993,15.3102078051177,45.0300229562286,0.0840868918740851,20.6590933569175
00:00:25.5459,69.9619082818743,16.3591993826295,48.1152923018513,0.0900496273184321,20.6719041250532
00:00:25.5511,69.9618672069157,17.5526938511316,51.6255701503871,0.0967275223802452,20.6891591802124
00:00:25.5564,69.9618234533893,18.5757935285651,54.6346868487208,0.102358016569949,20.7075494740475
00:00:25.5627,69.9617676342245,19.5484459403023,57.4954292361831,0.107618224431244,20.7309995075065
00:00:25.5704,69.9616963282235,20.3209791318959,59.7675856820468,0.111698251181951,20.7609195549689
00:00:25.5782,69.9616230486597,20.6469558934806,60.7263408631783,0.113322403291041,20.7916233792369
00:00:25.5846,69.9615618656223,20.6098450317464,60.6171912698424,0.113001512007984,20.8172272045395
00:00:25.5910,69.961501116482,20.3445851923061,59.8370152714886,0.111446643073032,20.8426246183176
00:00:25.5974,69.9614413990244,19.906757461016,58.5492866500471,0.108953590647143,20.8675683241179
00:00:25.6038,69.9613831372897,19.3547810719252,56.9258266821328,0.105831441686007,20.8918815574863
00:00:25.6102,69.9613265865207,18.7449830189877,55.1323029970225,0.102380547938592,20.9154559936837
00:00:25.6167,69.9612718449815,18.1278610033916,53.3172382452695,0.0988746166227322,20.9382476678933
00:00:25.6231,69.961218874169,17.545606015965,51.6047235763677,0.0955473717431211,20.9602697113525
00:00:25.6295,69.9611675248742,17.0307887193229,50.0905550568319,0.0925838893801542,20.9815825167751
00:00:25.6373,69.9611067055095,16.5273025715957,48.6097134458698,0.0896555983254624,21.0067777373621
00:00:25.6451,69.9610474264044,16.1771392374284,47.5798212865542,0.0875846020536574,21.031285054213
00:00:25.6553,69.9609719486653,15.9536777633999,46.9225816570585,0.0862002520351043,21.0624281938224
00:00:25.6654,69.9608969869351,15.9623625633483,46.9481251863186,0.0861297174288025,21.0933059129996
00:00:25.6755,69.9608215898044,16.1519457593985,47.5057228217604,0.0870787695071479,21.1243278369466
00:00:25.6857,69.960745063817,16.4573188829975,48.4038790676398,0.0886717752656629,21.1557904523155
00:00:25.6958,69.9606670213128,16.81103441547,49.4442188690295,0.0905232937335065,21.1878565472413
00:00:25.7059,69.9605873699752,17.1533217219238,50.4509462409523,0.0922974281221738,21.2205612513725
00:00:25.7161,69.960506261278,17.4391689326643,51.2916733313657,0.0937465703934393,21.2538360690658
00:00:25.7262,69.9604240142187,17.6418729827832,51.8878617140683,0.0947280394307261,21.287542821678
00:00:25.7330,69.9603680905807,17.7279972115744,52.1411682693364,0.0951090770578292,21.3104373856596
00:00:25.7330,69.9603680905807,17.7281012868169,52.1414743729908,0.0951090770578362,21.3104373856603
00:00:25.7382,69.9603260763364,17.7446461109691,52.1901356204974,0.0951295725034746,21.3276192394323
00:00:25.7433,69.9602840896983,17.732986656473,52.1558431072736,0.0949950983898407,21.3447768051254
00:00:25.7484,69.9602421844133,17.6986273535523,52.0547863339774,0.0947361774391394,21.3618876057402
00:00:25.7550,69.9601878161666,17.6337360076517,51.8639294342698,0.0942889384170969,21.3840719830371
00:00:25.7660,69.9600988781338,17.4896776552724,51.4402283978601,0.093349778321286,21.4203139790928
00:00:25.7814,69.959974987355,17.2703667714609,50.7951963866498,0.0919406191634797,21.4706909274435
00:00:25.7968,69.9598524394362,17.0969851773933,50.2852505217451,0.0907884476245053,21.5203960097474
00:00:25.8122,69.9597307635406,17.0164852511792,50.04848603288,0.0901512900063259,21.569628312057
00:00:25.8276,69.9596093087938,17.0353218786122,50.1038878782713,0.0900626562618239,21.6186624887117
00:00:25.8430,69.9594874795075,17.1283423290407,50.3774774383549,0.0903809871992208,21.6677487557723
00:00:25.8584,69.9593648962681,17.2556471273526,50.7519033157429,0.0908845913613211,21.7170452127287
00:00:25.8738,69.9592414456902,17.3790355329358,51.1148103909877,0.0913634871719477,21.7665978250861
00:00:25.8892,69.9591172346065,17.4730660509283,51.3913707380244,0.0916796966384703,21.8163606791267
00:00:25.9097,69.958950537521,17.5415185401524,51.5927015886834,0.0917894197156801,21.8829892154325
00:00:25.9369,69.9587301705629,17.5675399671133,51.669235197392,0.0915860551531283,21.9707877427731
00:00:25.9640,69.958509520527,17.5747031794323,51.6903034689186,0.09128293112814,22.058374839795
00:00:25.9911,69.9582885596337,17.6074996318767,51.7867636231669,0.0911201683763276,22.1457634384887
00:00:26.0000,69.9582165732714,17.6266959760559,51.843223458988,0.0911133495290838,22.1741648643602
00:00:26.0008,69.9582095731637,17.6314710862806,51.8572679008253,0.0911283221019031,22.1769249187085
00:00:26.0017,69.9582025696314,17.6426397022695,51.8901167713809,0.0911776366211452,22.1796860537287
00:00:26.0030,69.9581913916819,17.6806932564749,52.002038989632,0.0913649431858767,22.1840925349914
00:00:26.0044,69.9581801807054,17.7459856587792,52.1940754669977,0.0916982361832336,22.188511714797
00:00:26.0058,69.9581689197185,17.8390038421882,52.4676583593772,0.0921797441986002,22.1929505262239
00:00:26.0071,69.9581575916837,17.9584315688837,52.8189163790696,0.0928019078637895,22.1974159037906
00:00:26.0098,69.9581356156635,18.2532834171294,53.6861276974393,0.09434323627355,22.2060796963129
00:00:26.0150,69.9580906657555,19.0509403499447,56.0321774998374,0.0985086218325549,22.2238062807342
00:00:26.0202,69.9580435238385,20.0789894670552,59.0558513736919,0.103838802410492,22.2424018364204
00:00:26.0253,69.9579937404924,21.2643987689954,62.5423493205746,0.109918039733009,22.2620352751835
00:00:26.0305,69.957941017744,22.5371090470095,66.2856148441457,0.116360972308013,22.2828104970459
00:00:26.0357,69.9578852191369,23.8322640559853,70.0948942823097,0.122826303270932,22.3047650281928
00:00:26.0409,69.9578263579941,25.0915802711725,73.7987655034486,0.129022412519527,22.3278775848676
00:00:26.0461,69.9577645789768,26.2647831904612,77.2493623248858,0.13471100490557,22.3520778656786
00:00:26.0525,69.9576856993583,27.518131713612,80.9356815106235,0.140689347617891,22.3828881983568
00:00:26.0588,69.9576035039717,28.5327488973828,83.9198496981846,0.145437095782707,22.4148954575807
00:00:26.0668,69.9574966113919,29.4282528734983,86.553684922054,0.149515967338166,22.4563913768841
00:00:26.0748,69.9573871993762,29.8978412422385,87.9348271830545,0.151528237371132,22.4987463113983
00:00:26.0828,69.9572767496364,29.9785095827757,88.1720870081637,0.151682437111164,22.5414151489272
00:00:26.0907,69.9571665594672,29.7409264758226,87.4733131641841,0.150326239788388,22.583925779813
00:00:26.0987,69.9570576342426,29.2755034547888,86.1044219258493,0.147888225535659,22.6259137860966
00:00:26.1067,69.9569506390147,28.6782700859199,84.347853193882,0.144819916702532,22.6671376224291
00:00:26.1147,69.956845898584,28.03915437612,82.4681011062354,0.141546532751599,22.7074782912726
00:00:26.1226,69.9567434341435,27.4337487778784,80.6874964055248,0.138430144527631,22.7469269875335
00:00:26.1306,69.9566430236474,26.9186682554334,79.1725536924512,0.135746392215832,22.7855643427995
00:00:26.1386,69.9565442737395,26.5300368495226,78.0295201456546,0.133674319091364,22.8235349538938
00:00:26.1495,69.9564110427609,26.2290907160019,77.1443844588292,0.131962413252022,22.8747040362536
00:00:26.1604,69.9562787016706,26.1791350433644,76.9974560098955,0.131473890624377,22.9254480421531
00:00:26.1713,69.9561461234615,26.3351505161675,77.4563250475514,0.131985636218843,22.9761850371566
00:00:26.1822,69.9560124459966,26.6296824213521,78.3225953569179,0.133162849600252,23.0272329101616
00:00:26.1931,69.9558771568625,26.9883078149054,79.3773759261925,0.134639479767728,23.0787779489537
00:00:26.2040,69.955740096365,27.3435314415146,80.4221512985725,0.13608834914342,23.1308750972192
00:00:26.2149,69.9556013998922,27.6445877933015,81.3076111567692,0.137267930123027,23.1834710062398
00:00:26.2284,69.9554281913727,27.9002077178718,82.0594344643288,0.138161236568619,23.2489897943937
00:00:26.2462,69.9551973042437,28.0434149110799,82.4806320914115,0.138410421360684,23.3360646473933
00:00:26.2641,69.9549658531332,28.0244580984982,82.4248767602888,0.137892243426913,23.4230738781528
00:00:26.2819,69.954734744689,27.9387006259389,82.1726488998204,0.137063037774637,23.5096913322898
00:00:26.2997,69.9545041835694,27.8742179297345,81.9829939109839,0.136339709139199,23.5958459867254
00:00:26.3176,69.954273823457,27.8819633600247,82.0057745883081,0.135960879477609,23.6816651923511
00:00:26.3397,69.9539878612063,27.9954497616808,82.3395581225907,0.135982004247431,23.7878273833235
00:00:26.3618,69.9537004458574,28.1769483951606,82.8733776328254,0.136319992141261,23.8941092181854
00:00:26.3839,69.9534112115717,28.3649385584857,83.426289877899,0.136684418884872,24.0006395434392
00:00:26.4060,69.9531202778825,28.5172917234661,83.8743874219591,0.136879981552016,24.1073737262225
00:00:26.4354,69.9527315047161,28.6571233263509,84.2856568422086,0.136847997885847,24.2493585715105
00:00:26.4739,69.9522185419757,28.8014996875854,84.7102931987807,0.136627067637732,24.4356000305883
00:00:26.5000,69.9518710492816,28.9048987340281,85.0144080412593,0.136507501341117,24.5610652731829
00:00:26.5013,69.9518523652111,28.9186638258471,85.0548936054326,0.136538673979796,24.5677954604939
00:00:26.5027,69.9518336664297,28.9498561493371,85.1466357333443,0.136649441583816,24.5745292109794
00:00:26.5048,69.9518056778298,29.0401855287165,85.412310378578,0.137014365109765,24.5846047432216
00:00:26.5069,69.9517775762882,29.1832605244817,85.8331191896522,0.137619161535017,24.5947160744043
00:00:26.5090,69.951749313548,29.3756386063391,86.3989370774679,0.138447134675073,24.6048799041287
00:00:26.5122,69.9517059561801,29.7487908089097,87.4964435556167,0.140068227670161,24.6204597968872
00:00:26.5184,69.9516184482279,30.7040174690494,90.3059337324983,0.144232738890688,24.6518513637504
00:00:26.5247,69.9515278794893,31.8749125979176,93.7497429350517,0.14931840870982,24.6842579406738
00:00:26.5309,69.9514337949473,33.1590991974861,97.5267623455473,0.154846816611089,24.7178231859054
00:00:26.5372,69.9513359966693,34.4623439257614,101.359835075769,0.160392235991543,24.7526004561423
00:00:26.5434,69.9512345393967,35.7032436671689,105.009540197556,0.165601300284205,24.788557531809
00:00:26.5497,69.951129692683,36.8160093926964,108.282380566754,0.170200870548077,24.8255922728202
00:00:26.5574,69.95099484812,37.9508851143459,111.620250336311,0.174794239363961,24.8730569079219
00:00:26.5669,69.9508269295485,38.8927021151053,114.390300338545,0.178463173713232,24.931945721168
00:00:26.5764,69.9506559433393,39.3535951690795,115.745868144351,0.180073311704661,24.9917168167396
00:00:26.5858,69.9504838443096,39.3855215291256,115.839769203311,0.179872372531325,25.0517351948615
00:00:26.5953,69.9503122762771,39.088164470358,114.9651896187,0.178290282564103,25.1114721525523
00:00:26.6047,69.9501424063603,38.5848512950597,113.484856750176,0.175845929062408,25.1705541591485
00:00:26.6142,69.9499748694748,37.9993606946552,111.762825572515,0.173058072743153,25.2287785288444
00:00:26.6238,69.9498062736194,37.4277050867097,110.081485549146,0.17032431561289,25.2873272575616
00:00:26.6335,69.9496399624677,36.9644650944074,108.719014983551,0.168052881418753,25.3450318432741
00:00:26.6431,69.9494753567175,36.6586139392816,107.819452762593,0.166453285643869,25.4020809183981
00:00:26.6564,69.94925033682,36.51536119297,107.398121155794,0.165437157393007,25.479931799225
00:00:26.6697,69.949025365954,36.6503231695579,107.795068145758,0.165604168175591,25.5575758035622
00:00:26.6829,69.9487990434746,36.9764032923171,108.754127330344,0.166575814917054,25.6354652166922
00:00:26.6962,69.9485705267656,37.3868837747035,109.961422866775,0.167893559085298,25.7138686615514
00:00:26.7095,69.9483395824619,37.7843792200251,111.130527117721,0.169145311040964,25.7928566595613
